addr	how	frozen	evidence
008510a0	order	math_sinh	binding table name math_sinh, in definition order in vendor/lua-5.1.3/src/lmathlib.c
008510d0	order	math_cos	binding table name math_cos, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851100	order	math_cosh	binding table name math_cosh, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851130	order	math_tan	binding table name math_tan, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851160	order	math_tanh	binding table name math_tanh, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851190	order	math_asin	binding table name math_asin, in definition order in vendor/lua-5.1.3/src/lmathlib.c
008511c0	order	math_acos	binding table name math_acos, in definition order in vendor/lua-5.1.3/src/lmathlib.c
008511f0	order	math_atan	binding table name math_atan, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851220	order	math_atan2	binding table name math_atan2, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851260	order	math_ceil	binding table name math_ceil, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851290	order	math_floor	binding table name math_floor, in definition order in vendor/lua-5.1.3/src/lmathlib.c
008512c0	order	math_fmod	binding table name math_fmod, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851310	order	math_modf	binding table name math_modf, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851360	order	math_sqrt	binding table name math_sqrt, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851390	order	math_pow	binding table name math_pow, in definition order in vendor/lua-5.1.3/src/lmathlib.c
008513e0	order	math_log	binding table name math_log, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851410	order	math_log10	binding table name math_log10, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851440	order	math_exp	binding table name math_exp, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851480	order	math_deg	binding table name math_deg, in definition order in vendor/lua-5.1.3/src/lmathlib.c
008514b0	order	math_rad	binding table name math_rad, in definition order in vendor/lua-5.1.3/src/lmathlib.c
008514e0	order	math_frexp	binding table name math_frexp, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851520	order	math_ldexp	binding table name math_ldexp, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851560	order	math_min	binding table name math_min, in definition order in vendor/lua-5.1.3/src/lmathlib.c
008515d0	order	math_max	binding table name math_max, in definition order in vendor/lua-5.1.3/src/lmathlib.c
00851640	string	math_random	unique "wrong number of arguments"
00851760	callorder	luaopen_math	same slot between linked calls in 00819bb0=FrameScript_Initialize
008517c0	order	foreachi	binding table name foreachi, in definition order in vendor/lua-5.1.3/src/ltablib.c
00851850	order	foreach	binding table name foreach, in definition order in vendor/lua-5.1.3/src/ltablib.c
008518e0	order	maxn	binding table name maxn, in definition order in vendor/lua-5.1.3/src/ltablib.c
00851980	order	getn	binding table name getn, in definition order in vendor/lua-5.1.3/src/ltablib.c
008519b0	string	setn	unique "'setn' is obsolete"
008519e0	string	tinsert	unique "wrong number of arguments to 'insert'"
00851c30	string	tconcat	unique "table contains non-strings"
00851d20	string	auxsort	unique "invalid order function for sorting"
00852120	order	sort	binding table name sort, in definition order in vendor/lua-5.1.3/src/ltablib.c
008521f0	string	luaopen_table	unique "table"
00852400	order	str_len	binding table name str_len, in definition order in vendor/lua-5.1.3/src/lstrlib.c
00852430	order	str_sub	binding table name str_sub, in definition order in vendor/lua-5.1.3/src/lstrlib.c
008524e0	order	str_reverse	binding table name str_reverse, in definition order in vendor/lua-5.1.3/src/lstrlib.c
00852580	order	str_lower	binding table name str_lower, in definition order in vendor/lua-5.1.3/src/lstrlib.c
00852680	order	str_upper	binding table name str_upper, in definition order in vendor/lua-5.1.3/src/lstrlib.c
00852780	order	str_rep	binding table name str_rep, in definition order in vendor/lua-5.1.3/src/lstrlib.c
00852800	string	str_byte	unique "string slice too long"
008528d0	string	str_char	unique "invalid value"
00852980	order	writer	definition order between str_char and str_dump in vendor/lua-5.1.3/src/lstrlib.c
008529a0	string	str_dump	unique "unable to dump given function"
00852a10	string	classend	unique "malformed pattern (ends with '%%')"
00852c30	string	matchbalance	unique "unbalanced pattern"
00852e20	string	capture_to_close	unique "invalid pattern capture"
00852f60	string	match	unique "missing '[' after '%%f' in pattern"
00853340	string	push_onecapture	unique "unfinished capture"
008533c0	callorder	push_captures	same slot between linked calls in 00853860=add_value
00853410	string	str_find_aux	unique "^$*+?.([%-"
008535b0	order	Find	binding table name Find, in definition order in src/object/client/NameCache.cpp
008535d0	order	str_match	binding table name str_match, in definition order in vendor/lua-5.1.3/src/lstrlib.c
008535f0	order	gmatch_aux	definition order between str_match and gmatch in vendor/lua-5.1.3/src/lstrlib.c
00853710	order	gmatch	binding table name gmatch, in definition order in vendor/lua-5.1.3/src/lstrlib.c
00853760	string	gfind_nodef	unique "'string.gfind' was renamed to 'string.gmatch'"
00853780	callorder	add_s	same slot between linked calls in 00853860=add_value
00853860	string	add_value	unique "invalid replacement value (a %s)"
00853980	order	luaL_gsub	binding table name luaL_gsub, in definition order in vendor/lua-5.1.3/src/lauxlib.c
00853c50	order	str_format	binding table name str_format, in definition order in vendor/lua-5.1.3/src/lstrlib.c
008540d0	callorder	luaopen_string	same slot between linked calls in 00819bb0=FrameScript_Initialize
00854100	string	luaB_tonumber	unique "base out of range"
00854210	order	luaB_error	binding table name luaB_error, in definition order in vendor/lua-5.1.3/src/lbaselib.c
00854270	order	luaB_getmetatable	binding table name luaB_getmetatable, in definition order in vendor/lua-5.1.3/src/lbaselib.c
008542c0	string	luaB_setmetatable	unique "cannot change a protected metatable"
00854340	string	getfunc	unique "invalid level"
008543e0	order	luaB_getfenv	binding table name luaB_getfenv, in definition order in vendor/lua-5.1.3/src/lbaselib.c
00854430	order	luaB_setfenv	binding table name luaB_setfenv, in definition order in vendor/lua-5.1.3/src/lbaselib.c
008544d0	order	luaB_rawequal	binding table name luaB_rawequal, in definition order in vendor/lua-5.1.3/src/lbaselib.c
00854510	order	luaB_rawget	binding table name luaB_rawget, in definition order in vendor/lua-5.1.3/src/lbaselib.c
00854550	order	luaB_rawset	binding table name luaB_rawset, in definition order in vendor/lua-5.1.3/src/lbaselib.c
00854590	order	luaB_gcinfo	binding table name luaB_gcinfo, in definition order in vendor/lua-5.1.3/src/lbaselib.c
008545c0	string	luaB_collectgarbage	unique "collect"
00854660	order	luaB_type	binding table name luaB_type, in definition order in vendor/lua-5.1.3/src/lbaselib.c
00854690	order	luaB_next	binding table name luaB_next, in definition order in vendor/lua-5.1.3/src/lbaselib.c
008547b0	order	luaL_loadstring	binding table name luaL_loadstring, in definition order in vendor/lua-5.1.3/src/lauxlib.c
00854810	string	luaB_assert	unique "assertion failed!"
00854860	string	luaB_unpack	unique "table too big to unpack"
008548f0	string	luaB_select	unique "index out of range"
00854980	order	luaB_pcall	binding table name luaB_pcall, in definition order in vendor/lua-5.1.3/src/lbaselib.c
008549d0	order	luaB_xpcall	binding table name luaB_xpcall, in definition order in vendor/lua-5.1.3/src/lbaselib.c
00854a20	string	luaB_tostring	unique "__tostring"
00854b20	string	luaB_newproxy	unique "boolean or proxy expected"
00854c00	string	auxresume	unique "too many arguments to resume"
00854da0	string	luaB_cocreate	unique "Lua function expected"
00854e30	order	luaB_yield	binding table name luaB_yield, in definition order in vendor/lua-5.1.3/src/lbaselib.c
00854f40	string	base_open	unique "Lua 5.1"
00855060	string	luaopen_base	unique "coroutine"
00855240	callorder	luaE_newthread	same slot between linked calls in 0084db90=lua_newthread
00855a20	string	luaD_seterrorobj	unique "error in error handling"
00855bf0	callgraph	luaD_reallocstack	only unmatched callee of 00855cd0=luaD_growstack
00855c50	callorder	luaD_reallocCI	same slot between linked calls in 00856330=growCI
00855cd0	callgraph	luaD_growstack	only unmatched callee of 0084dab0=lua_checkstack
00856150	string	lua_yield	unique "attempt to yield across metamethod/C-call boundary"
008562e0	callgraph	luaD_throw	only unmatched callee of 0085d6f0=luaM_realloc_
00856330	string	growCI	unique "stack overflow"
00856370	callorder	luaD_precall	same slot between linked calls in 00856760=luaD_call
00856760	callorder	luaD_call	same slot between linked calls in 00850830=luaG_errormsg
008568f0	string	lua_resume	unique "cannot resume non-suspended coroutine"
00856970	callorder	luaD_pcall	same slot between linked calls in 0084ec50=lua_pcall
00856af0	callgraph	luaS_resize	only unmatched callee of 00856bc0=newlstr
00856bc0	callgraph	newlstr	only unmatched callee of 00856c80=luaS_newlstr
00856c80	callgraph	luaS_newlstr	only unmatched callee of 0084ef90=lua_concat, 00855a20=luaD_seterrorobj
00856e50	override	luaV_tonumber	
00856ea0	override	luaV_tostring	
00857250	string	luaV_gettable	unique "loop in gettable"
008573c0	string	luaV_settable	unique "loop in settable"
00857900	string	luaV_concat	unique "string length overflow"
00857ad0	order	Arith	definition order between luaV_concat and luaV_execute in vendor/lua-5.1.3/src/lvm.c
00857ca0	string	luaV_execute	score 2.00 shared 'for' initial value must be a number; 'for' limit must be a number; 'for' step must be a number
0085a7d0	callgraph	reallymarkobject	only unmatched callee of 0085ba50=luaC_barrierf
0085b660	callgraph	markmt	only unmatched callee of 0085b6a0=markroot
0085b6a0	callgraph	markroot	only unmatched callee of 0085b9e0=luaC_fullgc
0085b850	callgraph	singlestep	only unmatched callee of 0085b950=luaC_step
0085b950	override	luaC_step	
0085b9e0	callgraph	luaC_fullgc	only unmatched callee of 0084ed50=lua_gc
0085ba50	callgraph	luaC_barrierf	only unmatched callee of 0084dd70=lua_replace
0085ba90	callgraph	luaC_barrierback	only unmatched callee of 0084e970=lua_rawset
0085bcb0	callorder	mainposition	same slot between linked calls in 0085cab0=newkey
0085bd70	string	findindex	unique "invalid key to 'next'"
0085c200	string	setnodevector	unique "table overflow"
0085c2e0	callorder	luaH_new	same slot between linked calls in 0084e6e0=lua_createtable
0085c3a0	override	luaH_getnum	
0085c430	callorder	luaH_getstr	same slot between linked calls in 0085c470=luaH_get
0085c470	callgraph	luaH_get	only unmatched callee of 0085c520=luaH_set
0085c520	string	luaH_set	score 1.00 shared table index is NaN; table index is nil
0085c590	callgraph	luaH_setnum	only unmatched callee of 0084ea00=lua_rawseti
0085c690	callorder	luaH_getn	same slot between linked calls in 0084e150=lua_objlen
0085cab0	callgraph	newkey	only unmatched callee of 0085c590=luaH_setnum
0085cbc0	callorder	luaH_setstr	same slot between linked calls in 0085da00=luaX_newstring
0085d0f0	callgraph	luaZ_fill	only unmatched callee of 0085da50=inclinenumber
0085d6d0	string	luaM_toobig	score 0.50 shared memory allocation error: block too big
0085d6f0	callgraph	luaM_realloc_	only unmatched callee of 0085d810=save
0085d740	callgraph	luaM_growaux_	only unmatched callee of 0085ee80=registerlocalvar
0085d810	string	save	unique "lexical element too long"
0085d8e0	string	luaT_init	unique "__len"
0085d940	callgraph	luaX_lexerror	only unmatched callee of 0085d9e0=luaX_syntaxerror
0085d9e0	callgraph	luaX_syntaxerror	only unmatched callee of 00861bd0=fixjump
0085da00	callorder	luaX_newstring	same slot between linked calls in 0085de70=read_long_string
0085da50	string	inclinenumber	unique "chunk has too many lines"
0085dbd0	string	trydecpoint	unique "malformed number"
0085dcb0	order	read_numeral	definition order between trydecpoint and skip_sep in vendor/lua-5.1.3/src/llex.c
0085ddd0	callorder	skip_sep	same slot between linked calls in 0085e600=llex
0085de70	string	read_long_string	unique "nesting of [[...]] is deprecated"
0085e160	string	read_string	unique "escape sequence too large"
0085e600	string	llex	unique "invalid long string delimiter"
0085ed90	string	check_match	unique "'%s' expected (to close '%s' at line %d)"
0085ee80	string	registerlocalvar	unique "too many local variables"
0085efb0	string	indexupvalue	unique "upvalues"
0085faa0	string	parlist	unique "<name> or '...' expected"
0085fd50	string	funcargs	unique "ambiguous syntax (function call x new statement)"
0085fe90	string	prefixexp	unique "unexpected symbol"
0085ff00	order	primaryexp	definition order between prefixexp and simpleexp in vendor/lua-5.1.3/src/lparser.c
008601e0	string	simpleexp	unique "cannot use '...' outside a vararg function"
00860570	string	enterlevel	score 0.50 shared chunk has too many syntax levels
00860760	override	XML_ErrorString	
00860890	string	breakstat	unique "no loop to break"
00860ce0	string	fornum	unique "(for index)"
00860f10	string	forlist	unique "(for control)"
00861190	string	forstat	unique "'=' or 'in' expected"
00861bd0	string	fixjump	score 0.50 shared control structure too long
00861d90	callgraph	dischargejpc	only unmatched callee of 008623b0=luaK_code
008623b0	string	luaK_code	unique "code size overflow"
00865270	string	inflate	unique "header crc mismatch"
00869620	annotated	OsGuiSetWindowResizeLock	tag in src/client/gui/android/OsGui.cpp
00869630	annotated	OsGuiGetMouseSpeed	tag in src/client/gui/android/OsGui.cpp
0086a070	annotated	OsGuiSetMouseSpeed	tag in src/client/gui/android/OsGui.cpp
0086ae20	callgraph	PushSecondsUntil	only unmatched callee of 00516210=Script_GetReleaseTimeRemaining, 00516280=Script_GetCorpseRecoveryDelay, 005162e0=Script_GetInstanceBootTimeRemaining
0086bd80	string	OsBuildFontFilePath	unique "Fonts"
0086cf90	callgraph	CSimpleEditBox::RunOnEditFocusGainedScript	only unmatched callee of 00965120=CSimpleEditBox::SetKeyboardFocus
00872900	annotated	CShaderEffect::ComputeLocalLights	tag in src/gx/shader/CShaderEffect.cpp
00872b00	annotated	CShaderEffect::SetWorldViewConstants	tag in src/gx/shader/CShaderEffect.cpp
00872c10	override	CShaderEffect::UpdateProjMatrix	
00872de0	annotated	CShaderEffect::PixelPermute	tag in src/gx/shader/CShaderEffect.cpp
00872f90	annotated	CShaderEffect::SetCurrent	tag in src/gx/shader/CShaderEffect.cpp
00873060	annotated	CShaderEffect::SetShaders	tag in src/gx/shader/CShaderEffect.cpp
00873160	annotated	CShaderEffect::SetShadersForGeometry	tag in src/gx/shader/CShaderEffect.cpp
00873210	annotated	CShaderEffect::SetFogParams	tag in src/gx/shader/CShaderEffect.cpp
00873390	annotated	CShaderEffect::SetFogEnabled	tag in src/gx/shader/CShaderEffect.cpp
00873480	override	CShaderEffect::SetTexMtx_Identity	
00873550	annotated	CShaderEffect::SetTexMtx_SphereMap	tag in src/gx/shader/CShaderEffect.cpp
00873620	annotated	CShaderEffect::SetTexMtx	tag in src/gx/shader/CShaderEffect.cpp
00873900	annotated	CShaderEffect::SetDiffuse	tag in src/gx/shader/CShaderEffect.cpp
00873a50	annotated	CShaderEffect::SetEmissive	tag in src/gx/shader/CShaderEffect.cpp
00873ba0	annotated	CShaderEffect::SetAlphaRef	tag in src/gx/shader/CShaderEffect.cpp
00873ca0	annotated	CShaderEffect::SetLocalLighting	tag in src/gx/shader/CShaderEffect.cpp
00875d30	string	EnsureTargets	unique "ShadowCache"
00877aa0	string	FMOD_ErrorString	unique "No errors."
00877e10	callorder	SESound::Log_Write	same slot between linked calls in 0087ee60=SESound::LoadDiskSound
00878360	annotated	SESound::GetNumInputDrivers	tag in src/sound/SESound.cpp
008783b0	annotated	SESound::GetInputDriverName	tag in src/sound/SESound.cpp
00879290	annotated	SESound::GetNumOutputDrivers	tag in src/sound/SESound.cpp
008792b0	annotated	SESound::GetOutputDriverName	tag in src/sound/SESound.cpp
00879460	callgraph	SESound::SetMasterVolume	only unmatched callee of 004d0e60=MasterVolume_CVarCallback
0087a6f0	callgraph	SESound::GetChannelGroup	only unmatched callee of 0087a850=SESound::SetChannelGroupVolume
0087a850	callgraph	SESound::SetChannelGroupVolume	only unmatched callee of 004d0e80=SFXVolume_CVarCallback, 004d0eb0=MusicVolume_CVarCallback, 004d0ef0=AmbienceVolume_CVarCallback
0087a8e0	callgraph	SESound::MuteChannelGroup	only unmatched callee of 004d13e0=EnableAllSound_CVarCallback, 004d14e0=EnableSFX_CVarCallback
0087a9b0	annotated	s_SystemCallback	tag in src/sound/SESound.cpp
0087acc0	annotated	SESound::SetDeviceListChangedCallback	tag in src/sound/SESound.cpp
0087ad40	callorder	SoundCacheNode::SoundCacheNode	same slot between linked calls in 0087ee60=SESound::LoadDiskSound
0087b5f0	string	SEDiskSound::CompleteNonBlockingLoad	unique "CNBL: playSound Failed"
0087c710	string	SESound::Init	unique " - FMOD Memory Init"
0087ebc0	override	SEDiskSound::SEDiskSound	
0087ee60	string	SESound::LoadDiskSound	unique "%-24d%s"
008889b0	callgraph	FrameScript_Object::RegisterScriptObject	only unmatched callee of 00516bf0=Script_GetMouseFocus
0088be0d	callgraph	CVar::GetString	only unmatched callee of 004dd610=Script_GetMovieResolution
008a1420	cvar	ComponentTextureLevelCallback	callback of CVar::Register("componentTextureLevel") on both sides
008a65d0	string	SpellRec::GetFilename	unique "DBFilesClient\Spell.dbc"
008a7fc0	string	ItemDisplayInfoRec::GetFilename	unique "DBFilesClient\ItemDisplayInfo.dbc"
008a8360	string	AchievementRec::GetFilename	unique "DBFilesClient\Achievement.dbc"
008a93d0	string	AnimationDataRec::GetFilename	unique "DBFilesClient\AnimationData.dbc"
008a9c50	string	AreaTableRec::GetFilename	unique "DBFilesClient\AreaTable.dbc"
008aaaa0	string	Cfg_CategoriesRec::GetFilename	unique "DBFilesClient\Cfg_Categories.dbc"
008aad90	string	Cfg_ConfigsRec::GetFilename	unique "DBFilesClient\Cfg_Configs.dbc"
008aada0	string	CharBaseInfoRec::GetFilename	unique "DBFilesClient\CharBaseInfo.dbc"
008aae00	string	CharHairGeosetsRec::GetFilename	unique "DBFilesClient\CharHairGeosets.dbc"
008aae10	string	CharStartOutfitRec::GetFilename	unique "DBFilesClient\CharStartOutfit.dbc"
008ab490	string	CharacterFacialHairStylesRec::GetFilename	unique "DBFilesClient\CharacterFacialHairStyles.dbc"
008aba90	string	ChatProfanityRec::GetFilename	unique "DBFilesClient\ChatProfanity.dbc"
008abaa0	string	ChrClassesRec::GetFilename	unique "DBFilesClient\ChrClasses.dbc"
008ac3c0	string	ChrRacesRec::GetFilename	unique "DBFilesClient\ChrRaces.dbc"
008ad010	string	CreatureDisplayInfoExtraRec::GetFilename	unique "DBFilesClient\CreatureDisplayInfoExtra.dbc"
008ad1c0	string	CreatureDisplayInfoRec::GetFilename	unique "DBFilesClient\CreatureDisplayInfo.dbc"
008ad420	string	CreatureFamilyRec::GetFilename	unique "DBFilesClient\CreatureFamily.dbc"
008ad7f0	string	CreatureModelDataRec::GetFilename	unique "DBFilesClient\CreatureModelData.dbc"
008adbb0	string	CreatureSoundDataRec::GetFilename	unique "DBFilesClient\CreatureSoundData.dbc"
008ae030	string	CreatureTypeRec::GetFilename	unique "DBFilesClient\CreatureType.dbc"
008aedc0	string	EmotesRec::GetFilename	unique "DBFilesClient\Emotes.dbc"
008aeee0	string	FactionGroupRec::GetFilename	unique "DBFilesClient\FactionGroup.dbc"
008af800	string	FactionTemplateRec::GetFilename	unique "DBFilesClient\FactionTemplate.dbc"
008afb90	string	GameObjectDisplayInfoRec::GetFilename	unique "DBFilesClient\GameObjectDisplayInfo.dbc"
008afdd0	string	GameTipsRec::GetFilename	unique "DBFilesClient\GameTips.dbc"
008afeb0	string	GroundEffectDoodadRec::GetFilename	unique "DBFilesClient\GroundEffectDoodad.dbc"
008afec0	string	GroundEffectTextureRec::GetFilename	unique "DBFilesClient\GroundEffectTexture.dbc"
008b02c0	string	ItemRec::GetFilename	unique "DBFilesClient\Item.dbc"
008b02e0	string	ItemClassRec::GetFilename	unique "DBFilesClient\ItemClass.dbc"
008b12d0	string	ItemSubClassRec::GetFilename	unique "DBFilesClient\ItemSubClass.dbc"
008b1940	string	ItemVisualsRec::GetFilename	unique "DBFilesClient\ItemVisuals.dbc"
008b2710	string	LiquidTypeRec::GetFilename	unique "DBFilesClient\LiquidType.dbc"
008b2b10	string	LoadingScreensRec::GetFilename	unique "DBFilesClient\LoadingScreens.dbc"
008b3aa0	string	MapRec::GetFilename	unique "DBFilesClient\Map.dbc"
008b4810	string	NameGenRec::GetFilename	unique "DBFilesClient\NameGen.dbc"
008b4cb0	string	PaperDollItemFrameRec::GetFilename	unique "DBFilesClient\PaperDollItemFrame.dbc"
008b5cf0	string	SkillLineAbilityRec::GetFilename	unique "DBFilesClient\SkillLineAbility.dbc"
008b5eb0	string	SkillLineRec::GetFilename	unique "DBFilesClient\SkillLine.dbc"
008b69b0	string	SoundEntriesRec::GetFilename	unique "DBFilesClient\SoundEntries.dbc"
008b7dc0	string	SpellIconRec::GetFilename	unique "DBFilesClient\SpellIcon.dbc"
008b8c50	string	SpellShapeshiftFormRec::GetFilename	unique "DBFilesClient\SpellShapeshiftForm.dbc"
008b8fd0	string	SpellVisualEffectNameRec::GetFilename	unique "DBFilesClient\SpellVisualEffectName.dbc"
008b9110	string	SpellVisualKitRec::GetFilename	unique "DBFilesClient\SpellVisualKit.dbc"
008b93e0	string	SpellVisualRec::GetFilename	unique "DBFilesClient\SpellVisual.dbc"
008ba740	string	UnitBloodLevelsRec::GetFilename	unique "DBFilesClient\UnitBloodLevels.dbc"
008bb6f0	string	WeatherRec::GetFilename	unique "DBFilesClient\Weather.dbc"
008bcb50	string	NamesProfanityRec::GetFilename	unique "DBFilesClient\NamesProfanity.dbc"
008bcc00	string	NamesReservedRec::GetFilename	unique "DBFilesClient\NamesReserved.dbc"
008bcc10	string	CharSectionsRec::GetFilename	unique "DBFilesClient\CharSections.dbc"
008bd1f0	string	SoundEntriesAdvancedRec::GetFilename	unique "DBFilesClient\SoundEntriesAdvanced.dbc"
008bdfc0	string	LightSkyboxRec::GetFilename	unique "DBFilesClient\LightSkybox.dbc"
008bdfd0	string	LightParamsRec::GetFilename	unique "DBFilesClient\LightParams.dbc"
008bdfe0	string	LightRec::GetFilename	unique "DBFilesClient\Light.dbc"
008be100	string	LightIntBandRec::GetFilename	unique "DBFilesClient\LightIntBand.dbc"
008be1a0	string	LightFloatBandRec::GetFilename	unique "DBFilesClient\LightFloatBand.dbc"
008bfe80	string	EffectGlow::EffectGlow	unique "full screen glow effect"
008c02a0	annotated	FFXDeathCallback	tag in src/ffx/EffectDeath.cpp
008c8de0	callgraph	CSimpleModel::GetObjectType	only unmatched callee of 009610e0=CSimpleModel_AdvanceTime
008ce200	string	FindPatchPrefix_SC2_ArchiveName	score 0.50 shared Battle.net
008cf7a0	string	Grunt::Timer::Timer	unique "GruntTimerEvt"
008d1850	callgraph	TSBaseArray<SEDRIVERNAME>::operator[]	only unmatched callee of 008783b0=SESound::GetInputDriverName
008e5250	annotated	SwallowEventHandler	tag in src/gx/LoadingScreen.cpp
0095db80	string	CSimpleMovieFrame::GetScriptByName	unique "OnMovieFinished"
0095e880	annotated	CSimpleMovieFrame::LoadCaptions	tag in src/ui/simple/CSimpleMovieFrame.cpp
0095eb30	callgraph	CSimpleMovieFrame::StartMovie	only unmatched callee of 00970660=CSimpleMovieFrame_StartMovie
0095eba0	annotated	CSimpleMovieFrame::StopMovie	tag in src/ui/simple/CSimpleMovieFrame.cpp
0095f420	string	CSimpleModel::GetScriptByName	unique "OnAnimFinished"
0095f5e0	callgraph	CSimpleModel::SetSequence	only unmatched callee of 009607e0=CSimpleModel_SetSequence
0095f610	callgraph	CSimpleModel::SetSequenceTime	only unmatched callee of 009608b0=CSimpleModel_SetSequenceTime
0095f800	string	CSimpleModel::LoadXML	unique "FogColor"
0095f9f0	callgraph	CSimpleModel::SetCameraByIndex	only unmatched callee of 00960970=CSimpleModel_SetCamera
00960420	callgraph	FrameScript_GetColor	only unmatched callee of 004a3d40=FontString_SetShadowColor, 009611a0=CSimpleModel_SetFogColor
00960530	table	CSimpleModel_SetModel	binding "SetModel" in SimpleModelMethods ~ table 00b2cb10
009605d0	annotated	CSimpleModel_GetModel	tag in src/ui/simple/CSimpleModelScript.cpp
00960620	annotated	CSimpleModel_ClearModel	tag in src/ui/simple/CSimpleModelScript.cpp
00960660	annotated	CSimpleModel_SetPosition	tag in src/ui/simple/CSimpleModelScript.cpp
009606e0	annotated	CSimpleModel_SetFacing	tag in src/ui/simple/CSimpleModelScript.cpp
00960760	table	CSimpleModel_SetScale	binding "SetModelScale" in SimpleModelMethods ~ table 00b2cb10
009607e0	table	CSimpleModel_SetSequence	binding "SetSequence" in SimpleModelMethods ~ table 00b2cb10
009608b0	table	CSimpleModel_SetSequenceTime	binding "SetSequenceTime" in SimpleModelMethods ~ table 00b2cb10
00960970	table	CSimpleModel_SetCamera	binding "SetCamera" in SimpleModelMethods ~ table 00b2cb10
00960d20	annotated	CSimpleModel_SetLight	tag in src/ui/simple/CSimpleModelScript.cpp
00960dd0	annotated	CSimpleModel_GetLight	tag in src/ui/simple/CSimpleModelScript.cpp
00960fc0	annotated	CSimpleModel_GetPosition	tag in src/ui/simple/CSimpleModelScript.cpp
00961040	annotated	CSimpleModel_GetFacing	tag in src/ui/simple/CSimpleModelScript.cpp
00961090	table	CSimpleModel_GetScale	binding "GetModelScale" in SimpleModelMethods ~ table 00b2cb10
009610e0	table	CSimpleModel_AdvanceTime	binding "AdvanceTime" in SimpleModelMethods ~ table 00b2cb10
00961120	annotated	CSimpleModel_ReplaceIconTexture	tag in src/ui/simple/CSimpleModelScript.cpp
009611a0	table	CSimpleModel_SetFogColor	binding "SetFogColor" in SimpleModelMethods ~ table 00b2cb10
00961200	annotated	CSimpleModel_GetFogColor	tag in src/ui/simple/CSimpleModelScript.cpp
009612d0	table	CSimpleModel_SetFogNear	binding "SetFogNear" in SimpleModelMethods ~ table 00b2cb10
00961350	annotated	CSimpleModel_GetFogNear	tag in src/ui/simple/CSimpleModelScript.cpp
009613a0	table	CSimpleModel_SetFogFar	binding "SetFogFar" in SimpleModelMethods ~ table 00b2cb10
00961420	annotated	CSimpleModel_GetFogFar	tag in src/ui/simple/CSimpleModelScript.cpp
00961470	annotated	CSimpleModel_ClearFog	tag in src/ui/simple/CSimpleModelScript.cpp
009614b0	annotated	CSimpleModel_SetGlow	tag in src/ui/simple/CSimpleModelScript.cpp
00961d70	callorder	CSimpleStatusBar::SetRotatesTexture	same slot between linked calls in 00961e30=CSimpleStatusBar::LoadXML, 009719d0=CSimpleStatusBar_SetRotatesTexture
00961e30	string	CSimpleStatusBar::LoadXML	unique "BarColor"
00962340	callorder	CSimpleCheckbox::SetChecked	same slot between linked calls in 00976b40=CSimpleCheckbox_SetChecked
009624c0	string	CSimpleCheckbox::LoadXML	unique "CheckedTexture"
009628f0	string	CSimpleEditBox::GetScriptByName	unique "OnCharComposition"
00962bb0	annotated	CSimpleEditBox::SetAutoFocus	tag in src/ui/simple/CSimpleEditBox.cpp
00962bd0	annotated	CSimpleEditBox::SetCountInvisibleLetters	tag in src/ui/simple/CSimpleEditBox.cpp
00962bf0	annotated	CSimpleEditBox::SetNumeric	tag in src/ui/simple/CSimpleEditBox.cpp
00962c10	annotated	CSimpleEditBox::SetPassword	tag in src/ui/simple/CSimpleEditBox.cpp
00962c30	annotated	CSimpleEditBox::SetAltArrowKeyMode	tag in src/ui/simple/CSimpleEditBox.cpp
00962c50	annotated	CSimpleEditBox::GetInputLanguage	tag in src/ui/simple/CSimpleEditBox.cpp
00962c60	annotated	CSimpleEditBox::ToggleInputLanguage	tag in src/ui/simple/CSimpleEditBox.cpp
00962ea0	callgraph	CSimpleEditBox::LetterCount	only unmatched callee of 009766a0=CSimpleEditBox_GetNumLetters
00962f90	callorder	CSimpleEditBox::DeleteSubstring	same slot between linked calls in 00966580=CSimpleEditBox::SetText
00963350	callgraph	CSimpleEditBox::SetCursorPosition	only unmatched callee of 009769a0=CSimpleEditBox_SetCursorPosition
00963390	callgraph	CSimpleEditBox::RunOnEditFocusLostScript	only unmatched callee of 009651f0=CSimpleEditBox::ClearKeyboardFocus
00963740	callgraph	CSimpleEditBox::UpdateSizes	only unmatched callee of 00965550=CSimpleEditBox::SetTextInsets, 00965580=CSimpleEditBox::GetTextInsets
00964690	annotated	CSimpleEditBox::AddHistoryLine	tag in src/ui/simple/CSimpleEditBox.cpp
00964720	annotated	CSimpleEditBox::ClearHistory	tag in src/ui/simple/CSimpleEditBox.cpp
